METRIC_ID,TOWER_ID,TIMESTAMP,LATENCY_MS,THROUGHPUT_MBPS,PACKET_LOSS_PCT,JITTER_MS,SIGNAL_STRENGTH_DBM,ACTIVE_CONNECTIONS,BANDWIDTH_UTILIZATION_PCT,ERROR_RATE
MET-4FF11512-8,TWR-0012,2024-02-12T17:17:00,105.11,17.63,10.938,40.36,-84,62,92.7,0.536
MET-48DCA33F-E,TWR-0012,2024-02-18T19:53:00,277.87,42.13,6.637,39.29,-93,1945,71.2,4.635
MET-7E5E1F11-1,TWR-0012,2024-03-31T21:15:00,145.23,13.60,10.835,54.72,-80,567,60.6,2.627
MET-0384640A-6,TWR-0012,2024-05-17T16:19:00,87.86,12.31,11.661,26.67,-89,456,60.3,0.922
MET-25188702-1,TWR-0012,2024-05-17T17:24:00,217.21,37.55,13.302,57.15,-93,696,79.3,3.443
MET-497538AE-E,TWR-0012,2024-06-08T03:23:00,188.37,40.79,10.003,49.00,-89,582,91.9,3.668
MET-190AED3F-3,TWR-0012,2024-06-13T07:40:00,171.10,15.19,7.049,49.42,-78,531,33.5,3.309
MET-7575B8D7-5,TWR-0012,2024-06-18T08:37:00,291.20,26.08,12.138,51.72,-84,787,64.5,0.818
MET-EA46801E-4,TWR-0012,2024-06-26T10:00:00,195.98,12.06,14.061,38.63,-94,658,42.8,3.696
MET-2636C4DB-B,TWR-0012,2024-06-29T15:34:00,99.02,8.25,9.247,36.40,-82,428,50.7,2.287
MET-1CBD175F-5,TWR-0012,2024-08-15T03:27:00,293.24,15.07,14.016,68.84,-90,1680,74.4,0.381
MET-FA243A22-6,TWR-0012,2024-08-28T16:15:00,107.95,34.27,4.827,58.81,-81,1366,92.7,2.739
MET-BFA55A06-6,TWR-0012,2024-09-27T07:40:00,297.72,12.00,13.794,67.26,-89,1152,42.8,2.970
MET-598EE101-A,TWR-0012,2024-10-04T21:33:00,237.94,16.38,12.365,28.51,-82,550,28.9,1.194
MET-727A8A81-4,TWR-0012,2024-11-13T21:14:00,104.55,13.00,3.061,45.59,-86,1616,20.7,3.046
MET-60838FE8-C,TWR-0012,2024-11-15T22:32:00,140.65,12.73,12.469,52.87,-93,263,91.3,3.998
MET-8BC8B5A6-D,TWR-0012,2024-11-17T16:14:00,115.12,36.45,12.841,40.16,-77,936,90.3,2.510
MET-D1968C7F-E,TWR-0013,2024-01-02T23:36:00,127.95,49.02,3.272,49.88,-85,1526,62.1,4.853
MET-33EAC0DB-B,TWR-0013,2024-01-05T01:33:00,157.07,6.80,10.359,21.32,-82,1477,87.7,0.852
MET-C0F9ED51-C,TWR-0013,2024-02-21T08:10:00,251.72,8.60,10.823,26.99,-90,142,25.6,4.120
MET-4891A9F1-8,TWR-0013,2024-03-18T15:39:00,215.13,45.55,13.211,61.47,-85,1766,75.7,4.287
MET-89ED2EEA-4,TWR-0013,2024-04-09T17:51:00,234.74,48.98,4.212,69.00,-94,1872,56.3,1.243
MET-D29D8778-C,TWR-0013,2024-04-10T09:10:00,185.18,32.29,11.791,21.54,-80,1019,77.2,2.628
MET-3F1745A1-1,TWR-0013,2024-05-18T10:14:00,247.73,18.26,5.030,75.50,-77,663,39.3,2.147
MET-D1096D1F-7,TWR-0013,2024-06-05T03:26:00,207.92,7.05,12.033,62.85,-78,433,52.7,2.561
MET-434D1335-3,TWR-0013,2024-07-13T04:39:00,155.35,19.24,6.106,65.61,-83,753,33.4,0.325
MET-FDB071DB-F,TWR-0013,2024-07-23T02:50:00,85.22,20.67,14.618,40.87,-95,947,65.8,0.222
MET-76413E20-D,TWR-0013,2024-07-28T22:45:00,167.51,31.05,13.684,78.27,-84,449,86.4,3.904
MET-0ED5D7E6-6,TWR-0013,2024-07-30T17:17:00,122.79,19.36,7.004,26.28,-95,1047,34.3,3.907
MET-0F03C060-9,TWR-0013,2024-08-18T02:05:00,191.41,35.94,5.353,44.40,-87,1625,40.3,0.277
MET-A2A37340-6,TWR-0013,2024-08-29T11:57:00,152.29,5.75,14.525,38.51,-87,438,41.2,3.367
MET-7CA62C80-1,TWR-0013,2024-10-01T23:15:00,99.93,22.43,7.339,21.37,-94,106,71.4,2.840
MET-A1755FE2-5,TWR-0013,2024-10-02T10:59:00,254.76,19.62,11.157,71.19,-90,1303,30.0,3.536
MET-21BB9549-C,TWR-0013,2024-10-19T00:09:00,294.84,32.20,9.853,68.71,-94,1464,84.4,2.204
MET-1154AD5D-F,TWR-0013,2024-11-05T00:10:00,281.42,19.60,2.746,26.07,-81,191,73.5,3.484
MET-5E5901B7-2,TWR-0013,2024-11-05T03:54:00,175.29,29.31,3.031,56.81,-91,1779,70.7,3.392
MET-F0DBE27D-5,TWR-0013,2024-11-17T22:42:00,189.51,45.68,7.240,70.27,-78,1146,47.9,0.662
MET-157043B1-E,TWR-0014,2024-01-06T19:34:00,182.98,27.85,7.233,31.84,-86,1136,71.4,0.202
MET-20C7C3A0-1,TWR-0014,2024-01-10T21:59:00,249.02,33.11,5.569,62.71,-80,693,37.6,0.832
MET-989FA18C-C,TWR-0014,2024-03-18T06:50:00,125.73,5.33,3.452,68.67,-85,1242,93.5,2.285
MET-DDD45C7A-8,TWR-0014,2024-03-24T07:52:00,138.22,30.94,11.638,72.36,-78,1382,77.3,4.126
MET-47B34EB8-F,TWR-0014,2024-03-30T13:00:00,124.91,34.99,8.331,79.23,-87,1141,79.8,2.206
MET-9B3C9070-F,TWR-0014,2024-04-04T00:54:00,210.03,10.94,6.205,74.38,-75,1151,83.9,4.676
MET-125D65FD-D,TWR-0014,2024-04-04T12:43:00,209.14,35.89,6.208,77.51,-94,1492,69.5,3.978
MET-17D54882-D,TWR-0014,2024-04-22T13:55:00,265.13,49.90,9.759,63.07,-95,1202,33.2,1.510
MET-1CD94B33-4,TWR-0014,2024-04-23T00:03:00,223.18,16.16,14.487,24.70,-78,1200,65.5,2.258
MET-F7609880-2,TWR-0014,2024-05-07T05:35:00,255.34,25.20,9.868,36.08,-77,1262,27.8,3.538
MET-4A565B7F-D,TWR-0014,2024-05-11T08:36:00,247.90,38.55,3.165,35.83,-77,117,84.7,1.864
MET-F12225D3-2,TWR-0014,2024-05-17T14:34:00,109.74,25.70,12.824,45.45,-83,1893,56.8,0.049
MET-AC542B5D-8,TWR-0014,2024-06-12T13:43:00,224.66,48.33,14.273,78.05,-84,434,35.4,1.105
MET-F14666FC-5,TWR-0014,2024-07-06T03:30:00,236.85,24.40,3.925,33.64,-94,916,56.7,2.393
MET-7E70E1B5-E,TWR-0014,2024-07-09T05:45:00,263.95,5.67,13.951,35.76,-92,686,61.3,3.839
MET-CA5ACF33-A,TWR-0014,2024-08-10T20:52:00,100.55,14.22,3.883,44.99,-78,821,61.1,3.654
MET-D7AC7C8C-8,TWR-0014,2024-08-11T11:50:00,243.16,11.64,2.551,53.93,-94,290,39.2,2.245
MET-0C702CB1-A,TWR-0014,2024-08-20T17:28:00,257.80,13.76,7.081,41.84,-85,639,78.2,3.498
MET-7EE90FA3-1,TWR-0014,2024-09-30T07:32:00,259.76,6.28,7.244,46.75,-82,132,81.3,4.689
MET-159A8B10-C,TWR-0014,2024-12-14T02:48:00,98.94,36.69,6.848,75.38,-76,1108,61.5,3.289
MET-4AB6ED43-2,TWR-0015,2024-01-03T17:17:00,233.14,39.32,7.600,51.90,-83,526,38.2,3.654
MET-8B5FD4E5-3,TWR-0015,2024-01-12T21:22:00,210.88,46.57,10.135,20.74,-92,751,60.8,2.311
MET-48373096-7,TWR-0015,2024-01-24T15:24:00,112.78,10.41,3.970,69.30,-77,789,57.9,3.210
MET-5D564EC9-D,TWR-0015,2024-01-27T18:31:00,202.26,25.22,13.891,78.51,-89,1171,26.4,4.895
MET-AB5ED464-5,TWR-0015,2024-02-06T08:08:00,270.58,35.35,4.912,67.87,-92,1704,67.7,3.580
MET-D8E235CA-4,TWR-0015,2024-02-20T02:24:00,167.05,44.04,3.785,47.93,-77,768,72.2,0.499
MET-A535A77D-8,TWR-0015,2024-03-18T16:47:00,81.98,39.96,3.530,65.69,-86,1978,48.2,2.500
MET-690BA4E2-E,TWR-0015,2024-05-03T05:56:00,146.27,26.36,9.200,44.06,-77,378,43.1,2.385
MET-2C4B55C2-C,TWR-0015,2024-05-04T23:42:00,226.84,46.99,9.022,53.30,-94,1304,48.2,4.065
MET-73E5DC0B-C,TWR-0015,2024-05-28T01:36:00,187.55,40.55,9.003,33.28,-76,1677,37.5,3.520
MET-89901F14-2,TWR-0015,2024-05-29T18:03:00,98.56,7.15,10.440,42.28,-79,308,68.6,3.202
MET-C2BD9EA1-8,TWR-0015,2024-06-15T01:07:00,214.71,49.41,12.170,44.42,-88,1775,41.9,2.671
MET-37D65CC2-6,TWR-0015,2024-07-11T22:47:00,282.15,21.27,10.404,39.95,-87,1223,46.5,3.961
MET-6140ADDC-0,TWR-0015,2024-07-12T01:37:00,292.84,16.01,11.491,59.25,-88,951,33.5,4.348
MET-DB036D65-D,TWR-0015,2024-07-14T04:39:00,120.24,12.49,7.513,52.31,-83,279,92.1,0.776
MET-E3F4A404-3,TWR-0015,2024-07-17T04:01:00,135.03,7.95,13.316,77.13,-76,1120,67.1,0.342
MET-92B5B642-8,TWR-0015,2024-08-20T06:23:00,128.10,5.84,4.266,60.19,-91,1553,69.0,1.278
MET-2C9E902D-7,TWR-0015,2024-09-14T05:55:00,224.20,35.23,8.878,75.66,-77,1940,40.9,2.881
MET-73720283-A,TWR-0015,2024-11-12T01:15:00,217.44,43.69,11.430,64.11,-81,1225,68.7,3.230
MET-F9CF5CFF-A,TWR-0015,2024-11-26T11:43:00,99.35,34.76,6.833,49.67,-83,224,72.1,0.069
MET-D64C06F6-1,TWR-0016,2024-01-08T14:18:00,20.85,401.33,0.150,14.75,-60,613,68.8,2.425
MET-8F25D8A2-C,TWR-0016,2024-01-16T15:36:00,33.82,407.95,0.947,7.71,-45,136,82.2,2.365
MET-79FC89B4-5,TWR-0016,2024-01-20T01:04:00,23.83,300.90,1.119,8.32,-58,409,66.6,0.371
MET-2D385BE1-0,TWR-0016,2024-02-01T03:33:00,42.00,208.04,1.000,9.19,-45,179,50.1,2.949
MET-6A953392-3,TWR-0016,2024-02-03T11:50:00,24.81,407.26,0.421,11.19,-58,993,66.6,2.770
MET-50295140-F,TWR-0016,2024-02-24T03:48:00,41.81,324.61,0.622,5.50,-53,1740,76.0,0.845
MET-0F6597F7-F,TWR-0016,2024-02-25T07:37:00,10.59,451.57,0.166,1.74,-50,1912,22.0,4.786
MET-DE184422-B,TWR-0016,2024-03-03T23:03:00,29.47,440.13,1.172,3.30,-69,194,41.1,1.607
MET-FDC0949D-B,TWR-0016,2024-03-11T19:59:00,40.86,240.00,0.141,5.86,-59,568,87.0,2.005
MET-BBD3B56A-E,TWR-0016,2024-04-01T00:06:00,42.63,286.57,1.478,2.06,-65,1687,21.5,3.129
MET-22DE662F-1,TWR-0016,2024-04-08T21:51:00,40.32,433.56,1.386,11.01,-62,1194,23.1,4.080
MET-5251AC2B-1,TWR-0016,2024-04-10T07:45:00,37.13,116.30,0.159,10.86,-42,1208,50.3,2.458
MET-10315497-E,TWR-0016,2024-05-12T11:18:00,16.53,291.14,0.739,2.15,-69,1119,25.4,3.287
MET-CDB218F1-8,TWR-0016,2024-05-29T08:09:00,40.60,178.87,1.157,11.05,-70,1381,31.9,1.373
MET-E2EA4D43-8,TWR-0016,2024-06-07T03:21:00,39.52,199.84,1.144,11.84,-40,1359,82.7,0.196
MET-F6B38C33-2,TWR-0016,2024-07-20T19:24:00,47.41,436.12,1.229,6.67,-65,934,56.7,0.819
MET-FFE6B62C-6,TWR-0016,2024-07-25T22:11:00,14.22,297.60,1.377,3.84,-47,1106,61.5,0.468
MET-C2E4C5F9-8,TWR-0016,2024-08-03T08:18:00,41.58,208.29,0.258,9.75,-59,615,74.0,1.756
MET-99C7FD44-1,TWR-0016,2024-11-22T08:52:00,29.40,133.48,0.318,12.23,-45,1040,88.7,0.304
MET-FAEC4C9D-4,TWR-0016,2024-12-09T15:48:00,20.57,490.11,0.957,13.88,-62,1634,31.7,2.562
MET-EFABDFCA-0,TWR-0017,2024-02-25T10:59:00,49.47,401.18,0.543,7.85,-64,66,28.8,4.386
MET-9815E108-B,TWR-0017,2024-03-01T08:47:00,23.03,443.79,0.348,11.42,-54,1103,20.0,3.059
MET-9F878BC4-0,TWR-0017,2024-03-10T10:49:00,38.57,334.19,0.190,14.42,-67,1867,34.8,0.934
MET-9739D988-C,TWR-0017,2024-03-11T07:37:00,37.46,140.64,1.391,4.91,-53,1491,85.6,4.784
MET-56DD14DF-3,TWR-0017,2024-03-11T17:21:00,11.41,109.31,1.240,2.96,-57,390,54.8,0.614
MET-12DC746F-F,TWR-0017,2024-04-10T19:09:00,20.67,147.03,0.691,8.35,-59,521,60.3,1.094
MET-31D626FD-D,TWR-0017,2024-04-21T18:14:00,39.15,289.46,0.404,5.74,-59,549,48.4,0.709
MET-81DB641F-F,TWR-0017,2024-05-05T06:41:00,35.82,212.75,0.257,6.02,-60,155,40.2,2.420
MET-D432B7BE-4,TWR-0017,2024-05-05T21:20:00,26.66,275.04,1.076,2.10,-70,1997,90.7,3.735
MET-87156751-5,TWR-0017,2024-05-18T17:37:00,48.75,385.38,0.402,14.96,-55,326,40.6,0.719
MET-29E04EF9-3,TWR-0017,2024-06-16T22:32:00,39.51,200.22,0.502,3.59,-42,1191,44.8,1.206
MET-73842E66-F,TWR-0017,2024-09-08T06:23:00,36.68,101.25,0.335,14.00,-66,1890,81.5,0.217
MET-FFEF3349-2,TWR-0017,2024-09-23T22:21:00,39.56,240.27,0.864,1.41,-58,54,30.7,1.967
MET-A1F2E4B7-1,TWR-0017,2024-10-01T08:33:00,26.76,334.27,0.684,7.42,-47,1757,57.5,4.349
MET-0405D4B3-5,TWR-0017,2024-10-01T11:28:00,18.24,118.82,1.003,9.02,-61,1555,46.6,2.584
MET-2C8ED2E8-B,TWR-0017,2024-10-23T18:48:00,12.35,402.32,0.523,14.71,-48,842,81.6,2.644
MET-A1DE1EDB-C,TWR-0017,2024-11-10T21:45:00,14.11,478.10,1.340,7.94,-47,1877,81.0,4.615
MET-2022634F-A,TWR-0017,2024-11-23T18:19:00,43.17,148.65,0.141,13.16,-69,1811,42.3,3.857
MET-86866E49-E,TWR-0017,2024-11-29T02:50:00,15.03,395.92,0.125,12.95,-54,1562,40.9,2.581
MET-F3A542F0-7,TWR-0017,2024-12-05T04:54:00,27.93,464.00,0.120,3.84,-44,1377,70.3,3.370
MET-A624306C-A,TWR-0018,2024-01-14T10:20:00,24.53,175.17,0.015,6.37,-59,570,83.7,2.885
MET-F8FBA4B0-6,TWR-0018,2024-01-25T08:20:00,16.56,281.22,1.313,2.25,-54,438,40.6,4.091
MET-B1B5B684-3,TWR-0018,2024-02-26T22:52:00,10.51,339.95,0.740,4.64,-70,1519,65.6,0.822
MET-1F994E9C-8,TWR-0018,2024-02-29T14:44:00,47.12,164.68,0.910,7.00,-58,1804,60.3,0.761
MET-4D6F6AA9-8,TWR-0018,2024-03-28T13:53:00,29.09,226.53,0.369,11.59,-51,1890,45.6,1.471
MET-AA36AC97-6,TWR-0018,2024-04-02T08:46:00,16.46,419.78,0.639,2.49,-60,1073,29.8,4.600
MET-1BF71F97-2,TWR-0018,2024-04-04T11:52:00,10.01,474.64,0.586,4.34,-60,1734,60.3,2.717
MET-4F596AF1-C,TWR-0018,2024-05-18T22:44:00,23.50,406.34,1.260,8.22,-51,1919,53.4,2.987
MET-CB1F4FE0-C,TWR-0018,2024-05-21T11:52:00,21.90,108.94,0.843,6.47,-66,1823,66.6,4.554
MET-36F74E30-E,TWR-0018,2024-06-15T23:43:00,25.44,214.88,0.677,6.16,-44,174,83.1,2.679
MET-19ABBCFC-B,TWR-0018,2024-06-20T18:55:00,21.57,188.43,1.472,14.02,-61,1205,72.5,1.829
MET-3633CF81-D,TWR-0018,2024-07-06T13:21:00,11.04,435.10,0.848,2.73,-64,871,79.6,3.937
MET-EB12992C-2,TWR-0018,2024-07-11T03:12:00,33.08,368.79,0.981,6.04,-53,1378,58.6,0.800
MET-3562E906-6,TWR-0018,2024-08-22T18:15:00,38.33,408.69,0.685,14.42,-40,1719,25.7,3.832
MET-EDC707ED-0,TWR-0018,2024-08-26T17:32:00,33.02,331.34,0.921,4.86,-65,1334,30.4,3.806
MET-9E195755-5,TWR-0018,2024-10-22T05:49:00,39.41,256.00,0.966,12.86,-51,1036,74.2,2.724
MET-BDBA6A7B-B,TWR-0018,2024-10-31T19:14:00,49.81,436.11,1.033,12.52,-60,1900,93.3,4.577
MET-99795F80-B,TWR-0018,2024-11-01T18:59:00,29.18,323.34,0.182,13.48,-63,581,82.3,1.282
MET-65FAD5F2-5,TWR-0018,2024-12-04T15:39:00,17.92,339.66,1.469,10.19,-70,362,62.7,2.374
MET-7B5A94E4-0,TWR-0018,2024-12-10T09:26:00,29.36,412.66,1.076,4.87,-65,1720,83.5,0.944
MET-CFF7DF41-D,TWR-0019,2024-02-12T19:08:00,47.59,392.45,1.437,10.74,-68,280,90.7,2.993
MET-6415B551-D,TWR-0019,2024-03-15T22:27:00,48.13,167.83,1.197,12.87,-56,967,29.9,4.753
MET-5F76C60F-F,TWR-0019,2024-03-27T11:02:00,42.83,408.80,0.100,14.56,-66,336,71.5,3.043
MET-90F663BA-D,TWR-0019,2024-03-30T23:18:00,10.18,249.07,1.475,2.65,-61,921,49.6,2.216
MET-E5C4AB9D-E,TWR-0019,2024-04-13T20:24:00,45.97,225.76,0.176,14.96,-70,1403,77.4,1.184
MET-F9AFA2B3-4,TWR-0019,2024-04-16T12:45:00,11.60,262.51,0.009,8.50,-65,764,23.7,2.841
MET-053822D6-E,TWR-0019,2024-04-17T18:52:00,45.23,271.23,0.370,8.38,-65,417,39.7,1.720
MET-D42EB4C3-8,TWR-0019,2024-04-22T17:41:00,31.71,341.40,0.530,2.79,-62,206,68.9,4.746
MET-711C9516-2,TWR-0019,2024-04-26T07:23:00,15.72,292.94,0.517,10.44,-58,1016,41.0,4.642
MET-DE707C0E-A,TWR-0019,2024-05-03T01:15:00,20.04,385.00,1.419,2.99,-40,516,87.1,0.260
MET-2CB6AFA5-1,TWR-0019,2024-05-04T11:02:00,11.33,475.14,0.649,1.42,-51,831,48.4,2.018
MET-B88A9C95-A,TWR-0019,2024-05-20T02:45:00,38.26,331.25,0.728,5.23,-56,1652,65.3,0.220
MET-0B3E06D4-E,TWR-0019,2024-05-23T03:10:00,25.07,377.51,1.142,7.86,-68,175,90.3,0.945
MET-DA8E22CC-D,TWR-0019,2024-06-02T03:32:00,18.68,457.33,1.156,13.16,-61,1294,65.7,4.037
MET-7F1BB110-F,TWR-0019,2024-06-25T23:36:00,33.36,328.31,0.197,4.02,-70,693,83.8,3.226
MET-8A353EE8-1,TWR-0019,2024-07-12T17:26:00,26.96,222.39,0.620,14.56,-57,1095,26.2,3.007
MET-267ABE05-7,TWR-0019,2024-07-18T07:05:00,43.90,194.36,0.506,4.95,-43,1233,36.7,4.316
MET-9B98882F-7,TWR-0019,2024-10-26T20:39:00,44.33,185.99,1.392,11.73,-53,1803,72.8,1.357
MET-AF20C337-3,TWR-0019,2024-10-28T05:51:00,32.88,470.98,0.483,10.03,-41,1087,87.4,4.984
MET-93E053E4-E,TWR-0019,2024-11-26T04:02:00,31.37,404.14,1.284,13.58,-52,1931,36.4,3.984
MET-A82E82DE-2,TWR-0020,2024-01-25T01:27:00,16.60,184.58,1.278,14.38,-48,349,58.1,2.040
MET-2BEFD5C8-6,TWR-0020,2024-02-08T23:05:00,19.90,452.44,1.111,12.36,-56,1192,26.4,0.427
MET-4AB464C3-B,TWR-0020,2024-02-15T00:39:00,40.54,214.48,0.104,7.07,-63,384,57.9,3.487
MET-752CB91C-E,TWR-0020,2024-03-07T06:38:00,33.53,431.09,0.072,5.76,-42,360,29.6,3.348
MET-A88847AF-6,TWR-0020,2024-03-27T03:49:00,49.68,295.97,0.749,12.97,-61,1344,72.3,2.969
MET-D60C2570-F,TWR-0020,2024-03-29T00:46:00,30.90,365.86,0.642,1.91,-58,1023,80.4,4.258
MET-D81F899E-F,TWR-0020,2024-04-02T09:31:00,38.84,406.19,0.232,10.10,-44,1862,62.0,4.260
MET-9E603D8D-9,TWR-0020,2024-05-03T20:23:00,18.97,274.70,0.446,4.38,-42,973,59.5,4.807
MET-046C1F72-2,TWR-0020,2024-05-16T16:45:00,36.86,495.88,0.238,6.09,-59,816,48.0,4.126
MET-B960CB74-E,TWR-0020,2024-05-19T06:07:00,15.68,304.89,1.421,1.11,-64,889,74.2,2.634
MET-5176777F-9,TWR-0020,2024-05-26T14:54:00,24.18,244.82,0.823,14.08,-60,1162,24.6,4.294
MET-0D4414B3-9,TWR-0020,2024-09-03T20:23:00,11.64,309.13,0.847,8.95,-53,1748,24.1,2.411
MET-BC256AEB-C,TWR-0020,2024-09-14T20:18:00,49.98,186.67,0.019,12.63,-63,1049,24.4,4.422
MET-61730972-2,TWR-0020,2024-09-22T00:34:00,17.26,380.95,0.487,3.07,-57,1472,83.9,2.889
MET-CA104019-1,TWR-0020,2024-09-29T20:05:00,32.05,242.99,0.703,2.52,-65,506,37.0,2.031
MET-4496F518-5,TWR-0020,2024-10-05T16:47:00,19.51,220.27,0.422,9.76,-45,1203,81.2,2.765
MET-EBFC7E6E-B,TWR-0020,2024-10-08T07:53:00,16.09,381.09,0.090,5.92,-52,69,31.5,3.524
MET-6E7CB12E-F,TWR-0020,2024-10-28T05:00:00,31.62,317.83,1.384,7.94,-44,1560,48.4,3.763
MET-BE91D140-4,TWR-0020,2024-11-11T06:12:00,49.30,421.64,0.367,8.12,-68,1539,70.4,2.268
MET-6335C6B7-6,TWR-0020,2024-11-22T16:44:00,24.36,457.41,0.168,12.70,-68,1569,92.5,4.772
MET-F07A7145-6,TWR-0021,2024-01-24T09:18:00,11.98,183.56,0.819,5.79,-56,503,93.5,0.508
MET-1FC3A419-2,TWR-0021,2024-01-26T05:23:00,41.10,111.17,0.013,3.14,-54,813,65.4,1.198
MET-13A308A7-E,TWR-0021,2024-02-11T14:42:00,12.49,286.04,1.285,5.98,-68,976,79.2,1.052
MET-A3386467-2,TWR-0021,2024-02-28T10:04:00,38.74,402.50,0.155,12.04,-44,828,91.5,4.698
MET-7EE4BA9E-3,TWR-0021,2024-03-14T14:08:00,44.96,494.02,0.652,13.32,-54,1333,53.5,0.885
MET-CCABAA2A-C,TWR-0021,2024-03-28T09:10:00,12.88,424.74,1.125,9.08,-42,1087,55.4,3.600
MET-FCFE2BF1-3,TWR-0021,2024-03-31T02:26:00,11.02,284.57,1.068,14.18,-55,500,57.1,3.583
MET-F07BE8D5-6,TWR-0021,2024-04-06T06:38:00,17.15,221.56,0.757,6.54,-55,408,21.8,3.260
MET-EF430F20-C,TWR-0021,2024-06-17T00:55:00,18.70,215.52,0.817,3.15,-68,1066,79.7,2.468
MET-6F1C7ED8-A,TWR-0021,2024-07-16T01:32:00,39.38,394.59,1.404,3.02,-41,1551,35.1,0.383
MET-12F1BFEB-7,TWR-0021,2024-07-16T18:20:00,16.29,264.13,0.461,7.10,-41,695,78.4,1.111
MET-B968E2FF-C,TWR-0021,2024-08-14T03:16:00,38.05,361.82,1.485,10.49,-54,1021,21.2,2.345
MET-727DAB20-9,TWR-0021,2024-09-15T19:49:00,39.82,285.04,0.401,7.59,-63,1253,81.9,0.792
MET-E261CD1E-C,TWR-0021,2024-09-19T13:07:00,13.53,332.87,0.380,12.46,-69,1878,76.0,4.253
MET-F22423EF-4,TWR-0021,2024-09-21T11:34:00,42.74,318.59,1.317,14.85,-55,1402,88.2,3.056
MET-F558A8D1-D,TWR-0021,2024-10-20T04:01:00,11.99,123.90,0.642,4.80,-51,620,88.3,4.918
MET-10569D08-F,TWR-0021,2024-10-27T22:50:00,40.52,347.06,0.162,5.19,-62,526,55.2,0.868
MET-FC9F31E6-F,TWR-0021,2024-10-31T07:23:00,33.22,332.36,0.909,7.17,-58,1866,26.6,0.920
MET-7961F064-1,TWR-0021,2024-12-16T02:15:00,33.51,432.04,0.600,6.76,-58,705,31.2,0.505
MET-D626011C-8,TWR-0021,2024-12-16T02:42:00,42.42,486.13,0.319,8.09,-49,1015,62.0,3.074
MET-8E45BAD2-D,TWR-0022,2024-01-18T15:48:00,24.76,181.40,1.078,10.18,-61,246,22.1,1.794
MET-0D6A4835-3,TWR-0022,2024-02-19T18:53:00,38.74,471.82,0.844,12.91,-42,767,76.0,0.311
MET-5DFC6483-5,TWR-0022,2024-02-20T18:15:00,24.19,497.72,0.405,6.90,-69,1515,64.2,4.192
MET-D6D1BE11-B,TWR-0022,2024-02-24T13:13:00,33.66,356.77,0.827,7.53,-50,1918,33.2,2.338
MET-28D6192E-A,TWR-0022,2024-03-18T21:28:00,47.61,477.87,0.771,12.45,-65,1426,69.3,1.115
MET-814BC74B-5,TWR-0022,2024-03-20T21:59:00,44.31,192.70,1.038,5.54,-43,1693,77.4,3.424
MET-19E83B67-6,TWR-0022,2024-03-31T12:51:00,47.65,314.83,0.613,1.42,-60,1982,47.1,2.228
MET-761660A6-B,TWR-0022,2024-04-09T03:03:00,48.41,210.21,0.280,7.44,-46,1672,69.6,0.330
MET-56911E98-8,TWR-0022,2024-04-16T11:47:00,13.04,340.30,0.954,12.13,-53,1523,75.1,1.748
MET-01FC1B9D-D,TWR-0022,2024-04-25T16:31:00,24.63,150.83,0.228,13.27,-43,971,47.8,0.007
MET-453BEB79-C,TWR-0022,2024-05-03T19:02:00,29.48,327.76,0.676,5.62,-54,746,50.7,2.637
MET-9DF3FDD8-9,TWR-0022,2024-05-13T16:05:00,14.60,137.97,0.231,13.36,-44,1423,53.8,3.486
MET-86581489-C,TWR-0022,2024-06-19T01:18:00,48.58,174.96,1.351,4.94,-44,522,76.9,2.958
MET-1F8AC3A7-7,TWR-0022,2024-07-03T10:13:00,48.79,122.97,0.182,4.53,-66,1597,46.3,4.798
MET-4F07F246-0,TWR-0022,2024-07-14T01:50:00,10.39,174.43,0.696,4.36,-43,395,20.3,2.096
MET-4B154543-A,TWR-0022,2024-08-06T03:32:00,34.64,166.57,0.773,2.89,-69,1006,47.6,1.026
MET-48E23369-1,TWR-0022,2024-08-10T04:53:00,40.77,427.19,1.143,13.91,-57,633,33.5,0.886
MET-9D9DF912-9,TWR-0022,2024-08-30T13:45:00,45.46,157.60,1.190,13.04,-64,1667,64.6,0.786
MET-C885DA14-4,TWR-0022,2024-11-07T00:47:00,34.63,448.05,0.178,9.72,-61,1143,74.5,4.477
MET-44791892-7,TWR-0022,2024-11-09T10:25:00,44.19,309.33,1.129,11.40,-62,599,33.5,1.707
MET-9877A885-E,TWR-0023,2024-01-10T19:50:00,47.54,370.03,0.933,5.36,-63,167,76.9,1.344
MET-63606620-2,TWR-0023,2024-01-31T12:16:00,32.52,436.57,0.517,3.25,-40,1675,92.4,4.749
MET-8B758DF7-2,TWR-0023,2024-02-25T05:36:00,22.11,487.66,0.798,11.20,-41,1571,91.7,1.009
MET-3C0825BD-8,TWR-0023,2024-04-05T14:35:00,32.20,366.77,0.377,7.03,-56,583,36.7,4.238
MET-140444BE-9,TWR-0023,2024-04-06T06:57:00,22.27,422.81,1.284,13.71,-46,1185,61.4,3.431
MET-5593AC98-9,TWR-0023,2024-05-12T15:45:00,18.81,113.09,0.938,3.93,-60,551,92.3,1.183
MET-D7ADA101-8,TWR-0023,2024-05-14T03:12:00,41.18,294.82,0.745,4.93,-41,1775,21.8,2.750
MET-03B6418D-7,TWR-0023,2024-06-21T23:24:00,23.61,129.98,0.206,4.13,-43,169,74.6,4.880
MET-30E1E4B5-4,TWR-0023,2024-06-30T10:33:00,17.83,304.62,0.053,3.04,-40,1126,83.8,3.461
