EQUIPMENT_ID,TOWER_ID,EQUIPMENT_TYPE,PART_ID,MANUFACTURER,MODEL,SERIAL_NUMBER,INSTALL_DATE,FIRMWARE_VERSION,STATUS
EQP-00679,TWR-0086,BASEBAND_UNIT,PART-BBU-F2,Samsung,BBU-F2,7515471C-65EB-136,2022-05-14,v2.1.3,WARNING
EQP-00680,TWR-0086,BASEBAND_UNIT,PART-BBU-E1,Huawei,BBU-E1,08568801-CFDE-463,2024-01-23,v1.1.0-OUTDATED,FAILING
EQP-00681,TWR-0086,AMPLIFIER,PART-AMP-G1,Qualcomm,AMP-G1,EE2268F5-DEF3-241,2022-07-20,v2.0.1,OPERATIONAL
EQP-00682,TWR-0086,AMPLIFIER,PART-AMP-G2,Qualcomm,AMP-G2,BA618B74-9A9D-313,2023-07-10,v2.4.0,WARNING
EQP-00683,TWR-0086,AMPLIFIER,PART-AMP-G1,Qualcomm,AMP-G1,D34050B1-B9F5-344,2022-08-10,v2.4.0,OPERATIONAL
EQP-00684,TWR-0086,TRANSCEIVER,PART-TRX-H1,Mediatek,TRX-H1,831FA194-27C0-354,2024-04-18,v2.1.3,WARNING
EQP-00685,TWR-0086,FIREWALL,PART-FWL-J1,Fortinet,FWL-J1,616AFA0C-CAEC-231,2023-01-19,v2.0.1,WARNING
EQP-00686,TWR-0087,ANTENNA,PART-ANT-C1,Ericsson,ANT-C1,87AB1908-63F4-056,2022-11-23,v1.3.0,WARNING
EQP-00687,TWR-0087,ANTENNA,PART-ANT-C1,Ericsson,ANT-C1,C076D009-2B48-037,2023-09-24,v1.5.8-OUTDATED,WARNING
EQP-00688,TWR-0087,BASEBAND_UNIT,PART-BBU-F2,Samsung,BBU-F2,80400B6C-4B9A-827,2023-10-07,v2.0.1,WARNING
EQP-00689,TWR-0087,TRANSCEIVER,PART-TRX-H2,Mediatek,TRX-H2,BB7BDB91-6115-463,2023-04-26,v1.0.4,OPERATIONAL
EQP-00690,TWR-0088,5G_ROUTER,PART-RTR-A1,Cisco,RTR-A1,EC65B4EC-A39D-071,2022-06-11,v2.0.2-OUTDATED,OPERATIONAL
EQP-00691,TWR-0088,ANTENNA,PART-ANT-C1,Ericsson,ANT-C1,85B6F450-33C5-203,2022-10-13,v2.1.3,OPERATIONAL
EQP-00692,TWR-0088,BASEBAND_UNIT,PART-BBU-E2,Huawei,BBU-E2,9CF0D6C0-AE0C-114,2024-06-13,v2.0.2-OUTDATED,OPERATIONAL
EQP-00693,TWR-0088,AMPLIFIER,PART-AMP-G2,Qualcomm,AMP-G2,BEE56B24-1E36-452,2022-12-09,v1.2.7,OPERATIONAL
EQP-00694,TWR-0088,TRANSCEIVER,PART-TRX-H2,Mediatek,TRX-H2,CE9D1F11-03D4-790,2023-01-22,v1.3.0,OPERATIONAL
EQP-00695,TWR-0088,TRANSCEIVER,PART-TRX-H2,Mediatek,TRX-H2,17348C93-BB3D-842,2023-07-04,v3.0.0,OPERATIONAL
EQP-00696,TWR-0088,FIREWALL,PART-FWL-J2,Fortinet,FWL-J2,4573422B-2760-830,2024-06-15,v2.0.1,OPERATIONAL
EQP-00697,TWR-0088,FIREWALL,PART-FWL-J2,Fortinet,FWL-J2,AA3DC7BF-9352-331,2024-03-22,v2.1.3,OPERATIONAL
EQP-00698,TWR-0088,FIREWALL,PART-FWL-J2,Fortinet,FWL-J2,3E478224-0C8D-862,2022-11-13,v2.0.1,OPERATIONAL
EQP-00699,TWR-0089,5G_ROUTER,PART-RTR-A1,Cisco,RTR-A1,D06A7BD6-49DF-814,2022-08-12,v2.0.1,OPERATIONAL
EQP-00700,TWR-0089,ANTENNA,PART-ANT-C2,Ericsson,ANT-C2,3969E85D-7928-425,2022-04-23,v2.1.3,OPERATIONAL
EQP-00701,TWR-0089,BASEBAND_UNIT,PART-BBU-F1,Samsung,BBU-F1,3B220067-998F-249,2023-10-11,v2.0.2-OUTDATED,OPERATIONAL
EQP-00702,TWR-0089,BASEBAND_UNIT,PART-BBU-E1,Huawei,BBU-E1,1D55286F-26EC-763,2023-04-25,v1.5.8-OUTDATED,OPERATIONAL
EQP-00703,TWR-0089,TRANSCEIVER,PART-TRX-H2,Mediatek,TRX-H2,D3C95380-B363-464,2022-12-04,v1.3.0,OPERATIONAL
EQP-00704,TWR-0090,5G_ROUTER,PART-RTR-A1,Cisco,RTR-A1,3EC60DB8-9073-650,2024-04-28,v2.1.3,OPERATIONAL
EQP-00705,TWR-0090,ANTENNA,PART-ANT-C2,Ericsson,ANT-C2,89AE044B-7C7F-766,2022-01-17,v1.3.0,OPERATIONAL
EQP-00706,TWR-0090,ANTENNA,PART-ANT-D1,Nokia,ANT-D1,FF06FD78-09A5-306,2024-01-25,v1.1.0-OUTDATED,OPERATIONAL
EQP-00707,TWR-0090,AMPLIFIER,PART-AMP-G2,Qualcomm,AMP-G2,745748DB-378A-755,2023-03-19,v1.5.8-OUTDATED,FAILING
EQP-00708,TWR-0090,AMPLIFIER,PART-AMP-G2,Qualcomm,AMP-G2,5A2AEB6D-88D3-778,2023-09-12,v1.1.0-OUTDATED,WARNING
EQP-00709,TWR-0090,TRANSCEIVER,PART-TRX-H1,Mediatek,TRX-H1,81C3EC56-070F-639,2022-08-03,v2.0.2-OUTDATED,WARNING
EQP-00710,TWR-0090,TRANSCEIVER,PART-TRX-H1,Mediatek,TRX-H1,C081034B-ECB9-370,2022-08-21,v3.0.0,WARNING
EQP-00711,TWR-0090,TRANSCEIVER,PART-TRX-H2,Mediatek,TRX-H2,F8907A79-C0ED-419,2023-11-27,v3.0.0,OPERATIONAL
EQP-00712,TWR-0090,FIREWALL,PART-FWL-J2,Fortinet,FWL-J2,141AD9B2-E38A-855,2024-04-30,v1.2.7,OPERATIONAL
EQP-00713,TWR-0091,5G_ROUTER,PART-RTR-B1,Juniper,RTR-B1,9969AA97-3066-607,2024-03-31,v1.5.8-OUTDATED,OPERATIONAL
EQP-00714,TWR-0091,ANTENNA,PART-ANT-D2,Nokia,ANT-D2,BC9EF2A8-F903-129,2022-07-03,v1.1.0-OUTDATED,OPERATIONAL
EQP-00715,TWR-0091,ANTENNA,PART-ANT-C1,Ericsson,ANT-C1,1C7AFA74-C8C0-162,2022-04-29,v1.5.8-OUTDATED,FAILING
EQP-00716,TWR-0091,ANTENNA,PART-ANT-C1,Ericsson,ANT-C1,A8549FF7-A1F0-341,2023-10-23,v2.0.1,WARNING
EQP-00717,TWR-0091,TRANSCEIVER,PART-TRX-H1,Mediatek,TRX-H1,F2A30694-F977-463,2022-04-12,v1.3.0,WARNING
EQP-00718,TWR-0091,TRANSCEIVER,PART-TRX-H2,Mediatek,TRX-H2,9C66E940-DAA4-185,2023-03-27,v2.0.2-OUTDATED,OPERATIONAL
EQP-00719,TWR-0091,FIREWALL,PART-FWL-J2,Fortinet,FWL-J2,C48F333E-8EF6-054,2022-10-04,v1.3.0,OPERATIONAL
EQP-00720,TWR-0092,5G_ROUTER,PART-RTR-B1,Juniper,RTR-B1,860F49F8-B0BD-917,2022-03-18,v1.1.0-OUTDATED,WARNING
EQP-00721,TWR-0092,5G_ROUTER,PART-RTR-B1,Juniper,RTR-B1,30E487BE-5C43-106,2022-12-05,v1.2.7,OPERATIONAL
EQP-00722,TWR-0092,5G_ROUTER,PART-RTR-A2,Cisco,RTR-A2,8CD862E6-CAEF-706,2023-08-26,v1.0.4,WARNING
EQP-00723,TWR-0092,ANTENNA,PART-ANT-C2,Ericsson,ANT-C2,208BB48D-16F3-316,2023-03-03,v2.1.3,OPERATIONAL
EQP-00724,TWR-0092,ANTENNA,PART-ANT-D2,Nokia,ANT-D2,B4C3590C-AD46-897,2022-03-02,v1.5.8-OUTDATED,WARNING
EQP-00725,TWR-0092,TRANSCEIVER,PART-TRX-H2,Mediatek,TRX-H2,7776B3EE-2F40-397,2023-12-26,v1.1.0-OUTDATED,WARNING
EQP-00726,TWR-0092,TRANSCEIVER,PART-TRX-H1,Mediatek,TRX-H1,DAC4EA22-414F-239,2023-08-03,v3.0.0,WARNING
EQP-00727,TWR-0092,TRANSCEIVER,PART-TRX-H1,Mediatek,TRX-H1,F4B74FA7-CECD-321,2022-11-10,v1.2.7,WARNING
EQP-00728,TWR-0092,FIREWALL,PART-FWL-J1,Fortinet,FWL-J1,3BCA9C25-B0E2-786,2023-07-16,v1.2.7,WARNING
EQP-00729,TWR-0092,FIREWALL,PART-FWL-J1,Fortinet,FWL-J1,DC8C59E1-508C-038,2023-05-16,v3.0.0,WARNING
EQP-00730,TWR-0093,ANTENNA,PART-ANT-C1,Ericsson,ANT-C1,6C32167E-72B0-344,2023-08-19,v2.1.3,WARNING
EQP-00731,TWR-0093,BASEBAND_UNIT,PART-BBU-E2,Huawei,BBU-E2,497F4EAB-20B7-308,2024-03-27,v1.3.0,OPERATIONAL
EQP-00732,TWR-0093,TRANSCEIVER,PART-TRX-H1,Mediatek,TRX-H1,56BFEA11-B82B-941,2022-03-01,v3.0.0,OPERATIONAL
EQP-00733,TWR-0094,ANTENNA,PART-ANT-C2,Ericsson,ANT-C2,D56B32F5-2B3C-070,2023-04-18,v2.0.1,OPERATIONAL
EQP-00734,TWR-0094,BASEBAND_UNIT,PART-BBU-F2,Samsung,BBU-F2,6F8E37D2-ECA3-817,2024-02-07,v2.4.0,OPERATIONAL
EQP-00735,TWR-0094,AMPLIFIER,PART-AMP-G2,Qualcomm,AMP-G2,49062888-AE33-215,2024-04-25,v2.4.0,WARNING
EQP-00736,TWR-0094,FIREWALL,PART-FWL-J1,Fortinet,FWL-J1,102C9E36-81EC-143,2024-02-07,v1.5.8-OUTDATED,WARNING
EQP-00737,TWR-0095,5G_ROUTER,PART-RTR-B2,Juniper,RTR-B2,75F83CB3-AA46-838,2022-06-08,v3.0.0,OPERATIONAL
EQP-00738,TWR-0095,ANTENNA,PART-ANT-C2,Ericsson,ANT-C2,BDE54E79-8896-391,2023-01-01,v1.1.0-OUTDATED,OPERATIONAL
EQP-00739,TWR-0095,ANTENNA,PART-ANT-D2,Nokia,ANT-D2,AD8A6C66-04B1-223,2023-12-09,v1.1.0-OUTDATED,OPERATIONAL
EQP-00740,TWR-0095,ANTENNA,PART-ANT-D1,Nokia,ANT-D1,D668C726-4A29-129,2024-06-04,v1.0.4,OPERATIONAL
EQP-00741,TWR-0095,BASEBAND_UNIT,PART-BBU-F1,Samsung,BBU-F1,A2F9913C-79F6-380,2024-01-01,v1.2.7,OPERATIONAL
EQP-00742,TWR-0095,TRANSCEIVER,PART-TRX-H1,Mediatek,TRX-H1,17D34711-4E3B-425,2023-11-24,v2.1.3,OPERATIONAL
EQP-00743,TWR-0095,FIREWALL,PART-FWL-J1,Fortinet,FWL-J1,5D5CD6A1-75FE-782,2024-05-14,v2.1.3,WARNING
EQP-00744,TWR-0096,5G_ROUTER,PART-RTR-A1,Cisco,RTR-A1,FC93D32E-1289-045,2022-12-11,v1.0.4,OPERATIONAL
EQP-00745,TWR-0096,5G_ROUTER,PART-RTR-B1,Juniper,RTR-B1,342A7F0C-E7B7-594,2024-04-06,v1.1.0-OUTDATED,OPERATIONAL
EQP-00746,TWR-0096,ANTENNA,PART-ANT-C1,Ericsson,ANT-C1,89F72AB3-B15D-616,2023-07-08,v1.0.4,WARNING
EQP-00747,TWR-0096,BASEBAND_UNIT,PART-BBU-F2,Samsung,BBU-F2,92F4CF3A-0A71-671,2024-06-01,v1.1.0-OUTDATED,WARNING
EQP-00748,TWR-0096,BASEBAND_UNIT,PART-BBU-F2,Samsung,BBU-F2,1ED8E4BB-9DEC-587,2024-06-09,v1.3.0,WARNING
EQP-00749,TWR-0096,AMPLIFIER,PART-AMP-G1,Qualcomm,AMP-G1,8A35E78D-5403-511,2023-10-23,v1.3.0,OPERATIONAL
EQP-00750,TWR-0096,AMPLIFIER,PART-AMP-G1,Qualcomm,AMP-G1,573D8295-D4DB-135,2023-11-23,v2.0.2-OUTDATED,OPERATIONAL
EQP-00751,TWR-0096,TRANSCEIVER,PART-TRX-H2,Mediatek,TRX-H2,B727925B-8F3C-425,2022-07-23,v1.1.0-OUTDATED,OPERATIONAL
EQP-00752,TWR-0097,5G_ROUTER,PART-RTR-A2,Cisco,RTR-A2,F984E012-A1C3-675,2023-12-26,v2.0.1,WARNING
EQP-00753,TWR-0097,ANTENNA,PART-ANT-D1,Nokia,ANT-D1,E41C7F39-170C-604,2022-03-30,v3.0.0,OPERATIONAL
EQP-00754,TWR-0097,ANTENNA,PART-ANT-C2,Ericsson,ANT-C2,76A77D8D-EDFB-561,2023-04-29,v1.3.0,OPERATIONAL
EQP-00755,TWR-0097,TRANSCEIVER,PART-TRX-H2,Mediatek,TRX-H2,3DBDB74F-BD98-034,2022-03-05,v2.0.1,OPERATIONAL
EQP-00756,TWR-0097,FIREWALL,PART-FWL-J1,Fortinet,FWL-J1,B31C9177-096E-115,2024-02-11,v1.1.0-OUTDATED,FAILING
EQP-00757,TWR-0097,FIREWALL,PART-FWL-J1,Fortinet,FWL-J1,0CC6425A-B208-580,2024-06-12,v2.0.1,WARNING
EQP-00758,TWR-0098,ANTENNA,PART-ANT-D2,Nokia,ANT-D2,C89A7A3D-D677-816,2022-06-10,v1.3.0,OPERATIONAL
EQP-00759,TWR-0098,BASEBAND_UNIT,PART-BBU-E2,Huawei,BBU-E2,59B418AC-0069-003,2022-06-08,v2.0.2-OUTDATED,OPERATIONAL
EQP-00760,TWR-0098,AMPLIFIER,PART-AMP-G2,Qualcomm,AMP-G2,64B0E27F-AF0B-075,2023-07-12,v1.1.0-OUTDATED,WARNING
EQP-00761,TWR-0098,AMPLIFIER,PART-AMP-G1,Qualcomm,AMP-G1,5C1E7890-4BFF-535,2022-08-24,v2.0.1,OPERATIONAL
EQP-00762,TWR-0098,AMPLIFIER,PART-AMP-G2,Qualcomm,AMP-G2,7765D60B-A6AF-923,2023-12-21,v1.2.7,OPERATIONAL
EQP-00763,TWR-0098,TRANSCEIVER,PART-TRX-H2,Mediatek,TRX-H2,908DDCF8-175D-776,2023-01-22,v1.2.7,OPERATIONAL
EQP-00764,TWR-0098,FIREWALL,PART-FWL-J1,Fortinet,FWL-J1,620534FA-82DA-514,2023-03-01,v1.1.0-OUTDATED,WARNING
EQP-00765,TWR-0099,5G_ROUTER,PART-RTR-B2,Juniper,RTR-B2,8DB7AE5E-92FA-385,2022-07-15,v1.2.7,OPERATIONAL
EQP-00766,TWR-0099,ANTENNA,PART-ANT-D2,Nokia,ANT-D2,ED0A1493-869C-155,2023-12-27,v1.0.4,OPERATIONAL
EQP-00767,TWR-0099,TRANSCEIVER,PART-TRX-H2,Mediatek,TRX-H2,307426D9-B215-773,2024-03-17,v2.0.1,OPERATIONAL
EQP-00768,TWR-0100,AMPLIFIER,PART-AMP-G2,Qualcomm,AMP-G2,176B37D7-C994-991,2022-08-16,v2.4.0,WARNING
EQP-00769,TWR-0100,AMPLIFIER,PART-AMP-G2,Qualcomm,AMP-G2,EF8DBB12-10D2-006,2024-05-04,v2.0.1,WARNING
EQP-00770,TWR-0100,AMPLIFIER,PART-AMP-G1,Qualcomm,AMP-G1,4DF8EF22-58C2-193,2022-10-07,v1.5.8-OUTDATED,OPERATIONAL
EQP-00771,TWR-0100,TRANSCEIVER,PART-TRX-H1,Mediatek,TRX-H1,4F6D01C3-1920-405,2023-05-17,v1.5.8-OUTDATED,WARNING
EQP-00772,TWR-0100,TRANSCEIVER,PART-TRX-H2,Mediatek,TRX-H2,89045483-AEA6-434,2023-06-18,v2.0.2-OUTDATED,OPERATIONAL
EQP-00773,TWR-0100,TRANSCEIVER,PART-TRX-H2,Mediatek,TRX-H2,B40BA1A1-AB0B-120,2022-08-30,v2.0.1,OPERATIONAL
EQP-00774,TWR-0100,FIREWALL,PART-FWL-J2,Fortinet,FWL-J2,B5FFF122-96B4-199,2023-08-15,v1.1.0-OUTDATED,OPERATIONAL
EQP-00775,TWR-0101,5G_ROUTER,PART-RTR-A2,Cisco,RTR-A2,9B48E9E6-0C70-138,2022-10-13,v3.0.0,WARNING
EQP-00776,TWR-0101,BASEBAND_UNIT,PART-BBU-E2,Huawei,BBU-E2,3A9511F5-1BD1-943,2023-10-23,v1.0.4,OPERATIONAL
EQP-00777,TWR-0101,BASEBAND_UNIT,PART-BBU-F2,Samsung,BBU-F2,4C6A23CC-039E-673,2023-10-06,v1.3.0,WARNING
EQP-00778,TWR-0101,BASEBAND_UNIT,PART-BBU-F2,Samsung,BBU-F2,60CC7837-3629-247,2023-10-23,v2.1.3,FAILING
EQP-00779,TWR-0101,TRANSCEIVER,PART-TRX-H2,Mediatek,TRX-H2,8E343A1A-DA27-532,2022-12-23,v2.0.1,OPERATIONAL
EQP-00780,TWR-0101,FIREWALL,PART-FWL-J2,Fortinet,FWL-J2,7CD45368-B430-093,2022-02-16,v2.0.2-OUTDATED,WARNING
EQP-00781,TWR-0101,FIREWALL,PART-FWL-J2,Fortinet,FWL-J2,3BCF87E2-AD84-620,2024-06-26,v2.1.3,OPERATIONAL
EQP-00782,TWR-0102,5G_ROUTER,PART-RTR-A2,Cisco,RTR-A2,3903C735-1CF1-237,2024-02-20,v1.3.0,FAILING
EQP-00783,TWR-0102,5G_ROUTER,PART-RTR-A2,Cisco,RTR-A2,ECBD5EE3-18CD-142,2022-12-10,v2.4.0,FAILING
EQP-00784,TWR-0102,ANTENNA,PART-ANT-D1,Nokia,ANT-D1,C0B403BD-173A-779,2024-05-26,v2.4.0,OPERATIONAL
EQP-00785,TWR-0102,BASEBAND_UNIT,PART-BBU-F2,Samsung,BBU-F2,544C70F1-E284-686,2023-01-03,v1.3.0,WARNING
EQP-00786,TWR-0102,AMPLIFIER,PART-AMP-G2,Qualcomm,AMP-G2,57F331BA-90CC-944,2024-04-26,v2.4.0,FAILING
EQP-00787,TWR-0102,AMPLIFIER,PART-AMP-G2,Qualcomm,AMP-G2,4B695AFA-EE1F-817,2023-01-24,v1.2.7,WARNING
EQP-00788,TWR-0102,AMPLIFIER,PART-AMP-G1,Qualcomm,AMP-G1,99CC1038-DA2B-467,2022-12-02,v2.0.2-OUTDATED,OPERATIONAL
EQP-00789,TWR-0102,AMPLIFIER,PART-AMP-G1,Qualcomm,AMP-G1,C492689E-4ED5-139,2022-08-23,v2.4.0,OPERATIONAL
EQP-00790,TWR-0102,FIREWALL,PART-FWL-J1,Fortinet,FWL-J1,AC9B18D6-E1FC-625,2023-07-17,v2.4.0,WARNING
EQP-00791,TWR-0103,5G_ROUTER,PART-RTR-A2,Cisco,RTR-A2,E62E1A4E-F787-424,2024-05-03,v2.4.0,WARNING
EQP-00792,TWR-0103,ANTENNA,PART-ANT-D1,Nokia,ANT-D1,4FAF9D77-4306-986,2024-05-04,v2.4.0,OPERATIONAL
EQP-00793,TWR-0103,AMPLIFIER,PART-AMP-G1,Qualcomm,AMP-G1,B58C0EDF-1F98-179,2023-03-25,v1.1.0-OUTDATED,OPERATIONAL
EQP-00794,TWR-0103,TRANSCEIVER,PART-TRX-H1,Mediatek,TRX-H1,5F53F3EF-4BC8-696,2022-05-01,v2.0.1,WARNING
EQP-00795,TWR-0103,FIREWALL,PART-FWL-J1,Fortinet,FWL-J1,889FD966-084E-772,2024-04-11,v1.2.7,WARNING
EQP-00796,TWR-0103,FIREWALL,PART-FWL-J2,Fortinet,FWL-J2,F66964B7-F378-906,2023-06-11,v1.2.7,OPERATIONAL
EQP-00797,TWR-0104,5G_ROUTER,PART-RTR-B2,Juniper,RTR-B2,15E452B2-5BE3-331,2022-04-18,v1.2.7,OPERATIONAL
EQP-00798,TWR-0104,5G_ROUTER,PART-RTR-B1,Juniper,RTR-B1,7F446E89-CB98-532,2022-06-14,v1.1.0-OUTDATED,OPERATIONAL
EQP-00799,TWR-0104,5G_ROUTER,PART-RTR-B1,Juniper,RTR-B1,6D0D951C-082E-182,2024-01-02,v1.1.0-OUTDATED,WARNING
EQP-00800,TWR-0104,5G_ROUTER,PART-RTR-A2,Cisco,RTR-A2,90BE3FCB-516C-586,2023-08-13,v2.0.1,FAILING
EQP-00801,TWR-0104,5G_ROUTER,PART-RTR-A2,Cisco,RTR-A2,C50E999D-CAC4-711,2024-06-07,v2.0.1,WARNING
EQP-00802,TWR-0104,ANTENNA,PART-ANT-D1,Nokia,ANT-D1,39A8F632-DA96-409,2024-05-01,v2.0.2-OUTDATED,WARNING
EQP-00803,TWR-0104,ANTENNA,PART-ANT-D2,Nokia,ANT-D2,AFCC83AB-80FD-351,2023-03-26,v1.3.0,WARNING
EQP-00804,TWR-0104,BASEBAND_UNIT,PART-BBU-F1,Samsung,BBU-F1,1E3664AF-D82D-256,2024-04-09,v1.0.4,OPERATIONAL
EQP-00805,TWR-0104,AMPLIFIER,PART-AMP-G2,Qualcomm,AMP-G2,6867286D-7F45-036,2023-11-04,v3.0.0,WARNING
EQP-00806,TWR-0104,FIREWALL,PART-FWL-J2,Fortinet,FWL-J2,14E98CCE-A725-704,2022-08-19,v2.0.1,OPERATIONAL
EQP-00807,TWR-0104,FIREWALL,PART-FWL-J2,Fortinet,FWL-J2,A2053D66-65EB-158,2022-07-16,v2.0.1,OPERATIONAL
EQP-00808,TWR-0104,FIREWALL,PART-FWL-J2,Fortinet,FWL-J2,14AE7106-4913-555,2022-09-14,v2.4.0,OPERATIONAL
EQP-00809,TWR-0105,5G_ROUTER,PART-RTR-A2,Cisco,RTR-A2,53055EE6-4696-755,2024-05-28,v2.0.1,WARNING
EQP-00810,TWR-0105,ANTENNA,PART-ANT-C1,Ericsson,ANT-C1,611D659F-65D1-843,2023-04-19,v1.2.7,FAILING
EQP-00811,TWR-0105,AMPLIFIER,PART-AMP-G1,Qualcomm,AMP-G1,03AC3AFA-B3AB-110,2022-10-11,v2.0.1,OPERATIONAL
EQP-00812,TWR-0105,TRANSCEIVER,PART-TRX-H1,Mediatek,TRX-H1,EF2B898D-79A8-878,2022-08-05,v2.4.0,WARNING
EQP-00813,TWR-0105,TRANSCEIVER,PART-TRX-H1,Mediatek,TRX-H1,FAF570ED-40BA-527,2022-05-23,v1.1.0-OUTDATED,FAILING
EQP-00814,TWR-0105,FIREWALL,PART-FWL-J2,Fortinet,FWL-J2,E6BD81EA-E9ED-215,2022-06-07,v2.1.3,OPERATIONAL
EQP-00815,TWR-0105,FIREWALL,PART-FWL-J2,Fortinet,FWL-J2,2C37C605-16B8-674,2022-04-08,v3.0.0,OPERATIONAL
EQP-00816,TWR-0105,FIREWALL,PART-FWL-J2,Fortinet,FWL-J2,C64A2762-F507-965,2023-09-02,v1.1.0-OUTDATED,WARNING
EQP-00817,TWR-0106,5G_ROUTER,PART-RTR-A2,Cisco,RTR-A2,AE185AD1-2F75-152,2022-11-19,v2.4.0,WARNING
EQP-00818,TWR-0106,BASEBAND_UNIT,PART-BBU-F2,Samsung,BBU-F2,0321FCF3-4482-235,2024-06-07,v2.0.2-OUTDATED,FAILING
EQP-00819,TWR-0106,BASEBAND_UNIT,PART-BBU-F1,Samsung,BBU-F1,5C3EBD8E-5702-770,2022-10-25,v3.0.0,OPERATIONAL
EQP-00820,TWR-0106,AMPLIFIER,PART-AMP-G1,Qualcomm,AMP-G1,145B10B2-6A81-721,2022-02-13,v1.0.4,OPERATIONAL
EQP-00821,TWR-0106,AMPLIFIER,PART-AMP-G1,Qualcomm,AMP-G1,318BA252-53BC-817,2022-07-02,v2.4.0,WARNING
EQP-00822,TWR-0106,AMPLIFIER,PART-AMP-G2,Qualcomm,AMP-G2,00DE3E82-54C3-182,2023-10-18,v1.3.0,WARNING
EQP-00823,TWR-0106,TRANSCEIVER,PART-TRX-H1,Mediatek,TRX-H1,44CE8DD9-D00E-140,2023-10-25,v1.2.7,WARNING
EQP-00824,TWR-0106,TRANSCEIVER,PART-TRX-H2,Mediatek,TRX-H2,6CA15BEC-EFE9-335,2023-04-08,v2.0.1,OPERATIONAL
EQP-00825,TWR-0106,FIREWALL,PART-FWL-J2,Fortinet,FWL-J2,C6DB3ED9-33D0-483,2023-07-19,v1.0.4,OPERATIONAL
EQP-00826,TWR-0107,5G_ROUTER,PART-RTR-A1,Cisco,RTR-A1,3D81563F-5883-567,2022-11-19,v1.1.0-OUTDATED,OPERATIONAL
EQP-00827,TWR-0107,5G_ROUTER,PART-RTR-A1,Cisco,RTR-A1,0691CA49-4A29-055,2022-01-16,v1.5.8-OUTDATED,OPERATIONAL
EQP-00828,TWR-0107,5G_ROUTER,PART-RTR-B1,Juniper,RTR-B1,427231EB-31DA-884,2022-06-12,v3.0.0,OPERATIONAL
EQP-00829,TWR-0107,ANTENNA,PART-ANT-D1,Nokia,ANT-D1,516208FA-CCF2-250,2023-07-16,v1.0.4,OPERATIONAL
EQP-00830,TWR-0107,BASEBAND_UNIT,PART-BBU-F2,Samsung,BBU-F2,DCB45152-F15E-954,2022-12-10,v1.0.4,WARNING
EQP-00831,TWR-0107,AMPLIFIER,PART-AMP-G1,Qualcomm,AMP-G1,78DC855A-D1C7-145,2022-03-29,v2.1.3,OPERATIONAL
EQP-00832,TWR-0107,AMPLIFIER,PART-AMP-G2,Qualcomm,AMP-G2,5314DB3A-7B30-312,2024-06-24,v2.1.3,WARNING
EQP-00833,TWR-0107,AMPLIFIER,PART-AMP-G1,Qualcomm,AMP-G1,80FD8B29-E70C-729,2023-11-06,v2.0.1,OPERATIONAL
EQP-00834,TWR-0107,TRANSCEIVER,PART-TRX-H1,Mediatek,TRX-H1,A21CD198-5AED-152,2023-02-26,v2.4.0,WARNING
EQP-00835,TWR-0107,FIREWALL,PART-FWL-J1,Fortinet,FWL-J1,E3D784E8-971C-328,2022-08-07,v2.0.1,WARNING
EQP-00836,TWR-0107,FIREWALL,PART-FWL-J1,Fortinet,FWL-J1,C3A7C0C3-D507-054,2022-09-03,v1.2.7,WARNING
EQP-00837,TWR-0108,5G_ROUTER,PART-RTR-A2,Cisco,RTR-A2,B8BE7804-B052-856,2023-05-27,v1.2.7,WARNING
EQP-00838,TWR-0108,ANTENNA,PART-ANT-D2,Nokia,ANT-D2,AA306255-C52F-049,2022-07-05,v1.0.4,OPERATIONAL
EQP-00839,TWR-0108,ANTENNA,PART-ANT-C1,Ericsson,ANT-C1,51E5C282-36D4-754,2022-03-25,v2.1.3,FAILING
EQP-00840,TWR-0108,ANTENNA,PART-ANT-D1,Nokia,ANT-D1,4978A1BD-C45F-789,2024-04-28,v1.0.4,OPERATIONAL
EQP-00841,TWR-0108,AMPLIFIER,PART-AMP-G1,Qualcomm,AMP-G1,E6234D45-D2A8-983,2023-03-22,v1.2.7,OPERATIONAL
EQP-00842,TWR-0108,TRANSCEIVER,PART-TRX-H2,Mediatek,TRX-H2,8DFBBEFB-4A38-444,2024-06-18,v2.4.0,OPERATIONAL
EQP-00843,TWR-0108,FIREWALL,PART-FWL-J1,Fortinet,FWL-J1,8FCD2C49-74FE-573,2022-01-10,v1.2.7,WARNING
EQP-00844,TWR-0109,5G_ROUTER,PART-RTR-B1,Juniper,RTR-B1,23F609F8-72E1-932,2022-07-22,v2.4.0,OPERATIONAL
EQP-00845,TWR-0109,5G_ROUTER,PART-RTR-B1,Juniper,RTR-B1,25002BD3-A565-890,2023-04-12,v1.0.4,OPERATIONAL
EQP-00846,TWR-0109,5G_ROUTER,PART-RTR-A2,Cisco,RTR-A2,8DA2351B-706D-906,2024-05-26,v1.2.7,WARNING
EQP-00847,TWR-0109,BASEBAND_UNIT,PART-BBU-E1,Huawei,BBU-E1,E9EFA6F6-2190-118,2022-08-11,v1.5.8-OUTDATED,FAILING
EQP-00848,TWR-0109,TRANSCEIVER,PART-TRX-H1,Mediatek,TRX-H1,8788F379-4205-253,2022-06-28,v1.0.4,WARNING
EQP-00849,TWR-0109,TRANSCEIVER,PART-TRX-H2,Mediatek,TRX-H2,4BD81B20-964F-091,2022-02-18,v1.0.4,OPERATIONAL
